"A1-Turn","Adult1",00:00:04.480,4.48,00:00:07.835,7.835,00:00:03.355,3.355,"Speech"
"A1-Turn","Adult1",00:00:09.820,9.82,00:00:10.170,10.17,00:00:00.350,0.35,"Speech"
"A1-Turn","Adult1",00:00:16.040,16.04,00:00:16.950,16.95,00:00:00.910,0.91,"Speech"
"A1-Turn","Adult1",00:00:19.440,19.44,00:00:28.395,28.395,00:00:08.955,8.955,"Speech"
"A1-Turn","Adult1",00:00:29.120,29.12,00:00:42.540,42.54,00:00:13.420,13.42,"Speech"
"A1-Turn","Adult1",00:00:43.120,43.12,00:00:51.365,51.365,00:00:08.245,8.245,"Speech"
"A1-Turn","Adult1",00:00:52.640,52.64,00:00:53.750,53.75,00:00:01.110,1.11,"Speech"
"A1-Turn","Adult1",00:00:54.520,54.52,00:00:55.905,55.905,00:00:01.385,1.385,"Speech"
"A1-Turn","Adult1",00:00:59.960,59.96,00:01:00.640,60.64,00:00:00.680,0.68,"Speech"
"A1-Turn","Adult1",00:01:03.340,63.34,00:01:08.790,68.79,00:00:05.450,5.45,"Speech"
"A1-Turn","Adult1",00:01:14.720,74.72,00:01:15.020,75.02,00:00:00.300,0.3,"Speech"
"A1-Turn","Adult1",00:01:16.280,76.28,00:01:17.335,77.335,00:00:01.055,1.055,"Speech"
"A1-Turn","Adult1",00:01:20.080,80.08,00:01:21.365,81.365,00:00:01.285,1.285,"Speech"
"A1-Turn","Adult1",00:01:22.263,82.263,00:01:26.601,86.601,00:00:04.338,4.338,"Speech"
"A1-Turn","Adult1",00:01:28.020,88.02,00:01:32.185,92.185,00:00:04.165,4.165,"Speech"
"A1-Turn","Adult1",00:01:35.000,95.0,00:01:36.180,96.18,00:00:01.180,1.18,"Speech"
"A1-Turn","Adult1",00:01:46.280,106.28,00:01:48.830,108.83,00:00:02.550,2.55,"Speech"
"A1-Turn","Adult1",00:01:52.780,112.78,00:01:58.790,118.79,00:00:06.010,6.01,"Speech"
"A1-Turn","Adult1",00:02:00.100,120.1,00:02:05.715,125.715,00:00:05.615,5.615,"Speech"
"A1-Turn","Adult1",00:02:06.540,126.54,00:02:09.425,129.425,00:00:02.885,2.885,"Speech"
"A1-Turn","Adult1",00:02:10.920,130.92,00:02:17.100,137.1,00:00:06.180,6.18,"Speech"
"A1-Turn","Adult1",00:02:19.200,139.2,00:02:22.280,142.28,00:00:03.080,3.08,"Speech"
"A1-Turn","Adult1",00:02:28.058,148.058,00:02:28.630,148.63,00:00:00.572,0.572,"Speech"
"A1-Turn","Adult1",00:02:29.504,149.504,00:02:32.280,152.28,00:00:02.776,2.776,"Speech"
"A1-Turn","Adult1",00:02:33.420,153.42,00:02:38.465,158.465,00:00:05.045,5.045,"Speech"
"A1-Turn","Adult1",00:02:42.800,162.8,00:02:45.180,165.18,00:00:02.380,2.38,"Speech"
"A1-Turn","Adult1",00:02:47.180,167.18,00:02:49.245,169.245,00:00:02.065,2.065,"Speech"
"A1-Turn","Adult1",00:02:55.820,175.82,00:02:58.850,178.85,00:00:03.030,3.03,"Speech"
"A1-Turn","Adult1",00:03:03.820,183.82,00:03:07.245,187.245,00:00:03.425,3.425,"Speech"
"A1-Turn","Adult1",00:03:10.152,190.152,00:03:10.828,190.828,00:00:00.676,0.676,"Speech"
"A1-Turn","Adult1",00:03:11.401,191.401,00:03:13.387,193.387,00:00:01.986,1.986,"Speech"
"A1-Turn","Adult1",00:03:14.100,194.1,00:03:17.355,197.355,00:00:03.255,3.255,"Speech"
