P-Turn	Parent	00:00:00.004	0.004	00:00:01.965	1.965	00:00:01.961	1.961	Speech
P-Turn	Parent	00:00:03.640	3.64	00:00:18.070	18.07	00:00:14.430	14.43	Speech
P-Turn	Parent	00:00:18.800	18.8	00:00:22.675	22.675	00:00:03.875	3.875	Speech
P-Turn	Parent	00:00:23.405	23.405	00:00:27.245	27.245	00:00:03.840	3.84	Speech
P-Turn	Parent	00:00:27.935	27.935	00:00:31.825	31.825	00:00:03.890	3.89	Speech
P-Turn	Parent	00:00:33.210	33.21	00:00:35.210	35.21	00:00:02.000	2.0	Speech
P-Turn	Parent	00:00:35.920	35.92	00:00:43.100	43.1	00:00:07.180	7.18	Speech
P-Turn	Parent	00:00:44.159	44.159	00:00:45.091	45.091	00:00:00.932	0.932	Speech
P-Turn	Parent	00:00:49.015	49.015	00:00:53.711	53.711	00:00:04.696	4.696	Speech
P-Turn	Parent	00:00:55.801	55.801	00:00:56.171	56.171	00:00:00.370	0.37	Speech
P-Turn	Parent	00:00:58.020	58.02	00:00:59.220	59.22	00:00:01.200	1.2	Speech
P-Turn	Parent	00:01:00.840	60.84	00:01:02.895	62.895	00:00:02.055	2.055	Speech
P-Turn	Parent	00:01:04.197	64.197	00:01:05.657	65.657	00:00:01.460	1.46	Speech
P-Turn	Parent	00:01:11.750	71.75	00:01:12.762	72.762	00:00:01.012	1.012	Speech
P-Turn	Parent	00:01:21.649	81.649	00:01:22.443	82.443	00:00:00.794	0.794	Speech
P-Turn	Parent	00:01:23.542	83.542	00:01:24.397	84.397	00:00:00.855	0.855	Speech
P-Turn	Parent	00:01:42.511	102.511	00:01:46.834	106.834	00:00:04.323	4.323	Speech
P-Turn	Parent	00:02:00.220	120.22	00:02:00.825	120.825	00:00:00.605	0.605	Speech
P-Turn	Parent	00:02:08.957	128.957	00:02:12.497	132.497	00:00:03.540	3.54	Speech
P-Turn	Parent	00:02:14.460	134.46	00:02:14.860	134.86	00:00:00.400	0.4	Speech
P-Turn	Parent	00:02:16.737	136.737	00:02:19.047	139.047	00:00:02.310	2.31	Speech
P-Turn	Parent	00:02:34.207	154.207	00:02:37.748	157.748	00:00:03.541	3.541	Speech
P-Turn	Parent	00:02:51.091	171.091	00:02:52.000	172.0	00:00:00.909	0.909	Speech
P-Turn	Parent	00:02:58.057	178.057	00:02:58.810	178.81	00:00:00.753	0.753	Speech
P-Turn	Parent	00:03:06.298	186.298	00:03:09.173	189.173	00:00:02.875	2.875	Speech
P-Turn	Parent	00:03:12.906	192.906	00:03:16.151	196.151	00:00:03.245	3.245	Speech
P-Turn	Parent	00:03:20.837	200.837	00:03:22.867	202.867	00:00:02.030	2.03	Speech
P-Turn	Parent	00:03:36.303	216.303	00:03:37.081	217.081	00:00:00.778	0.778	Speech
P-Turn	Parent	00:03:41.461	221.461	00:03:42.057	222.057	00:00:00.596	0.596	Speech
P-Turn	Parent	00:03:49.677	229.677	00:03:50.105	230.105	00:00:00.428	0.428	Speech
P-Turn	Parent	00:03:53.343	233.343	00:03:55.597	235.597	00:00:02.254	2.254	Speech
P-Turn	Parent	00:04:09.704	249.704	00:04:11.800	251.8	00:00:02.096	2.096	Speech
P-Turn	Parent	00:04:15.600	255.6	00:04:19.160	259.16	00:00:03.560	3.56	Speech
P-Turn	Parent	00:04:35.409	275.409	00:04:42.005	282.005	00:00:06.596	6.596	Speech
P-Turn	Parent	00:04:45.255	285.255	00:04:45.763	285.763	00:00:00.508	0.508	Speech
P-Turn	Parent	00:04:58.383	298.383	00:05:01.521	301.521	00:00:03.138	3.138	Speech
P-Turn	Parent	00:05:04.452	304.452	00:05:05.897	305.897	00:00:01.445	1.445	Speech
P-Turn	Parent	00:05:07.389	307.389	00:05:09.179	309.179	00:00:01.790	1.79	Speech
P-Turn	Parent	00:05:09.919	309.919	00:05:11.139	311.139	00:00:01.220	1.22	Speech
P-Turn	Parent	00:05:15.297	315.297	00:05:16.268	316.268	00:00:00.971	0.971	Speech
P-Turn	Parent	00:05:17.111	317.111	00:05:18.605	318.605	00:00:01.494	1.494	Speech
P-Turn	Parent	00:05:20.504	320.504	00:05:22.733	322.733	00:00:02.229	2.229	Speech
P-Turn	Parent	00:05:27.492	327.492	00:05:30.281	330.281	00:00:02.789	2.789	Speech
P-Turn	Parent	00:05:37.297	337.297	00:05:44.850	344.85	00:00:07.553	7.553	Speech
P-Turn	Parent	00:05:47.753	347.753	00:05:49.823	349.823	00:00:02.070	2.07	Speech
P-Turn	Parent	00:05:51.686	351.686	00:05:53.386	353.386	00:00:01.700	1.7	Speech
P-Turn	Parent	00:05:54.041	354.041	00:05:57.561	357.561	00:00:03.520	3.52	Speech
P-Turn	Parent	00:06:06.705	366.705	00:06:09.689	369.689	00:00:02.984	2.984	Speech
P-Turn	Parent	00:06:11.142	371.142	00:06:11.673	371.673	00:00:00.531	0.531	Speech
P-Turn	Parent	00:06:12.760	372.76	00:06:15.616	375.616	00:00:02.856	2.856	Speech
P-Turn	Parent	00:06:16.947	376.947	00:06:17.707	377.707	00:00:00.760	0.76	Speech
P-Turn	Parent	00:06:19.551	379.551	00:06:20.816	380.816	00:00:01.265	1.265	Speech
